Common name,Entrez ID,Gene Name,Prediction,Sorted Category
yhfK,947866,Uncharacterized protein yhfK,"['Signal transduction mechanisms', 'tricarboxylic acid cycle']",Temporarly Down Regulated
pabB,946337,Para-aminobenzoate synthase component 1,,Ambiguous/Unsorted
ascB,947460,6-phospho-beta-glucosidase ascB,,Ambiguous/Unsorted
yggX,947461,Probable Fe(2+)-trafficking protein,,Up Regulated
yeaU,946319,Probable tartrate dehydrogenase/decarboxylase,,Up Regulated
dmlA,946319,Probable tartrate dehydrogenase/decarboxylase,,Up Regulated
yhdH,947848,Putative quinone oxidoreductase yhdH,,Ambiguous/Unsorted
slyX,947849,Protein slyX,,Up Regulated
leuA,947465,2-isopropylmalate synthase,,Ambiguous/Unsorted
yphG,947021,Uncharacterized protein yphG,"[' Carbon compound utilization', 'carbohydrate transport']",Up Regulated
cspE,947024,Cold shock-like protein cspE,,Down Regulated
oxyR,948462,Hydrogen peroxide-inducible genes activator,,Ambiguous/Unsorted
fabR,948460,HTH-type transcriptional repressor fabR,,Ambiguous/Unsorted
murG,946321,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,,Ambiguous/Unsorted
yphH,947023,Uncharacterized protein yphH,"['Carbohydrate transport and metabolism', 'Transcription', 'carbohydrate metabolic process']",Ambiguous/Unsorted
potA,946323,Spermidine/putrescine import ATP-binding protein potA,,Down Regulated
yheM,947853,Protein tusC,,Temporarly Down Regulated
yfgC,947029,TPR repeat-containing protein yfgC,,Ambiguous/Unsorted
ddlB,946324,D-alanine--D-alanine ligase B,,Down Regulated
yfhB,947026,Uncharacterized protein yfhB,['Nucleotide transport and metabolism'],Down Regulated
tadA,947027,tRNA-specific adenosine deaminase,,Down Regulated
yheO,947851,Uncharacterized protein yheO,['protein folding'],Down Regulated
phoQ,946326,Sensor protein phoQ; Sensor protein,,Down Regulated
birA,948469,Bifunctional protein birA,,Temporarly Up Regulated
kefB,947858,Glutathione-regulated potassium-efflux system protein kefB,,Temporarly Down Regulated
kefG,947857,Glutathione-regulated potassium-efflux system ancillary protein kefG,,Up Regulated
Fadd,946327,Long-chain-fatty-acid--CoA ligase,,Up Regulated
rnd,946328,Ribonuclease D,,Down Regulated
murI,948467,Glutamate racemase,,Down Regulated
yheS,947856,Uncharacterized ABC transporter ATP-binding protein yheS,[],Ambiguous/Unsorted
yheT,947855,Putative esterase yheT,,Temporarly Up Regulated
